Number,Translator,Chinese Sentences,Gloss,Note,log_coverage
train-00980,B,你这个想法很离题。,你/这里/想/法1/偏向/。,,1.521869212134342
train-00982,C,你有什么症状？,你/症状/有/什么/？,,1.665698075444174
train-00983,C,你有什么问题吗？,你/问题/有/？,,1.87272548474634
train-00985,C,你有足够的时间来完成这项工作。,你/做/完/这个/工作2/时间/够/。,,1.5962935581322764
train-00989,C,你有哪一种？,你/有/哪/种类/？,,1.750194665394087
train-00990,C,你有多少个好朋友？,你/好/朋友/多少/？,,1.8908685050363854
train-01000,C,你有特别想吃那种食物吗？,你/特别/想/吃/有/？,,1.902673276457383
train-01008,C,你每天几点上床睡觉？,你/每天/睡觉/时间/多少/？,,1.6689702595195113
train-01014,C,你没关电视。,你/电视/关/没有/。,,1.5378902440865971
train-01018,C,你滑了多长时间雪了？,你/滑雪/时间/多少/？,,1.51458249501037
train-01019,C,你满意你的新车吗？,你/新/车/满意/是/？,,1.6037161083412805
train-01022,C,你玩过哪些游戏？,你/玩/过/游戏/什么/？,,1.5609666120823273
train-01023,C,你现在不年轻。,你/现在/年轻/不/。,,1.5317654207516884
train-01024,C,你现在在哪工作？,你/现在/工作2/在/哪/？,,1.7381496181413068
train-01025,C,你现在在找工作吗？,你/现在/找/工作2/是/？,,1.7763193664667387
train-01026,C,你现在是不是和谁交往呢？,你/现在/和/谁/交往/是/？,,1.6182170183948494
train-01027,C,你现在有空聊天吗？,你/现在/聊天/有/空/？,,1.5086672204390694
train-01028,C,你现在还很年轻。,你/现在/年轻/很1/是/。,,1.6335162260764158
train-01030,C,你男朋友长什么样啊？,你/男/朋友/样子/什么/？,,1.7150492001205297
train-01035,C,你的作业完成了吗？,你/作业/做/完/是/？,,1.8062993582574294
train-01038,C,你的发音非常好。,你/发音/好/很1/。,,1.521848897033534
train-01039,C,你的周末怎么安排？,你/周末/安排/什么/？,,1.5594022920357233
train-01041,C,听你的声音我能看出你很紧张。,听/你/声音/你/紧张/很1/是/。,,1.6916334689084054
train-01046,C,你的意思是这个。,你/意思/这/是/。,,1.9223856049640375
train-01051,C,你的拿手菜是什么？,你/炒/菜/好/什么/？,,1.639238817636846
train-01053,C,你的新房子很舒适啊。,你/新/房子/舒服/是/。,,1.7089674309161975
train-01054,C,你的新电话号码是多少？,你/新/电话/号码/多少/？,,1.549157963909427
train-01055,C,你的时间己经不够了。,你/时间/不够/是/。,,1.8001863007048668
train-01060,C,你的确学到了很多东西。,你/学1/东西/多/是/。,,1.6149402914198092
train-01068,C,你的计划是什么？,你/计划/什么/？,,1.7745103639606492
train-01070,C,你的车子可以载几个人？,你/车/带/人/多少/？,,1.673936707307455
train-01071,C,你的车真不错。,你/车/好/很1/。,,1.7941944642370526
train-01075,C,你看上去很严肃。,你/看/严肃/是/。,,1.5662594892415447
train-01076,C,你看上去很面熟。,你/看/面熟/是/。,面熟,1.5662594892415447
train-01077,C,你看上去棒极了。,你/看/好/很1/。,,1.945303156164687
train-01078,C,你看上去真好。,你/看/好/真2/。,,1.906307835521476
train-01082,C,你看起来很累。,你/看/累/很1/。,,1.6895524359741212
train-01083,C,你看起来很着急。,你/看/着急/很1/。,,1.67017043337251
train-01087,C,你真厉害。,你/厉害/真2/。,,1.5338785702496966
train-01089,C,你真是我的好妈妈。,你/是/我/好/妈妈/真2/。,,2.128364864498066
train-01092,C,你真的太让我失望了。,你/让/我/失望/真2/。,,1.7736849166988122
train-01096,C,你知道你是在对谁说话吗？,你/对/谁/说话/知道/？,,1.6095030804653307
train-01100,C,你知道怎么做红烧鱼吗？,做/红烧鱼/怎么/你/知道/？,红烧,1.55377192350628
train-01101,C,你知道怎么回事吗？,怎么/你/知道/？,,1.7570413287190216
train-01105,C,你知道那个新项目吗？,那/新/项目/你/知道/？,,1.5906196755992932
train-01109,C,你离我远点儿。,你/我/远/。,,1.6042000546167525
train-01110,C,你究竟在找什么？,你/到底/在/找/什么/？,,1.6067765722996068
train-01116,C,你经常和朋友聚会吗？,你/经常/和/朋友/聚会/是/？,聚会,1.5447318524634588
train-01117,C,你经常在网上购物吗？,你/经常/在/网/买/东西/是/？,,1.810336117504534
train-01118,C,你经常用电子邮件吗？,你/经常/用/电子邮件/是/？,,1.5129396884073507
train-01119,C,你经常跟朋友分享心事吗？,你/经常/和/朋友/分享/心/事/是/？,分享,1.5076664247685225
train-01120,C,你经常锻炼身体吗？,你/经常/锻炼2/身体/是/？,,1.6363334699897247
train-01121,C,你给公共汽车公司打个电话好吗？,你/给/公交车/中/心/电话/可以/？,,1.594470974788229
train-01127,C,你考到我了。,你/考1/到/我/。,,1.6842243184499304
train-01132,C,你能不能立刻处理这件事？,你/处理2/这/事情/可以/？,,1.6871809688214905
train-01134,C,你能便宜点吗？,你/便宜/点/可以/？,,1.6602677460156303
train-01135,C,你能修好吗？,你/修理/好/可以/？,,1.659963511391524
train-01136,C,你能做到。,你/做/到/可以/。,,2.028752059378669
train-01144,C,你能帮妈妈吗？,你/帮助/妈妈/可以/？,,1.8466147797039252
train-01153,C,你能帮我解决这个问题吗？,你/帮助（我）/解决/这/问题/可以/？,,1.645860831657283
train-01159,C,你能把我的头发做成图片的样子吗？,你/我/头发/做/图片/一样/可以/？,,1.7332911329815655
train-01161,C,你能把这个包成礼品吗？,你/这/包2/改变/礼物/可以/？,,1.6128912834566917
train-01164,C,你能把门关上吗？,你/门/关/可以/？,,1.6821641031245256
train-01173,C,你能认出嫌疑犯吗？,你/看/嫌疑/人/谁/？,,1.5216928204207207
train-01174,C,你能载我去地铁站吗？,你/带（我）/去/地铁/站/可以/？,,1.5000899527808629
train-01175,C,你能这样说，我非常感谢。,你/说/这样/我/感谢/很/。,,1.6092947502332646
train-01179,C,你自己知道自己是什么样的。,你/自己/知道/自己/样子/什么/。,,1.8788860405542056
train-01180,C,你自找的。,你/自己/找/。,,1.7066735102271384
train-01182,C,你英语说得好吗？,你/英语/说/好/是/？,英语,1.9167838424994528
train-01183,C,你药喝了我就去工作。,你/药/喝/完/我/去/工作2/。,,1.744838319704125
train-01185,C,你要不帮我，我就把你交给警方。,你/如果/不/帮助（我）/我/把/你/给/警察/会/。,,1.6513606481814989
train-01187,C,你要不要看？,你/看/要/？,,1.926695758131769
train-01188,C,你要买什么呀？,你/买/什么/要/？,,2.045974780079759
train-01189,C,你要什么面额的钱？,你/钱/什么/要/？,,2.033492572920213
train-01192,C,你要去买水吗？,你/买/水/要/？,,1.818251093299861
train-01193,C,你要哪类房间？,你/要/房间/种类/哪/？,,1.6339709390492851
train-01194,C,你要喝杯茶吗？,你/喝/茶/要/？,,1.6756773705293455
train-01196,C,你要多少票？,你/要/票/多少/？,,1.8653408759152097
train-01199,C,你要怎么证明？,你/要/怎么/证明2/？,,1.517029386293772
train-01203,C,你要有心理准备。,你/有/心理/准备/要/。,,1.617553646380183
train-01204,C,你要洗衣服吗？,你/洗/衣服/要/？,,1.680217348548381
train-01206,C,你要看好的一面。,你/要/看/面/好/。,,1.6936046487559306
train-01210,C,你觉得什么东西最有趣？,你/感觉/东西/最/兴趣/什么/？,,1.6612410251989407
train-01211,C,你觉得他好看吗？,你/感觉/他/好/看/是/？,,2.060354614678468
train-01212,C,你觉得他怎么样？,你/感觉/他/怎么样/？,,1.7279662125652848
train-01213,C,你觉得哪里是你最安全和最让人放心？,你/感觉/你/最2/安全/放心/什么/？,,1.724429407879149
train-01215,C,你觉得如何？,你/感觉/好不好/？,,1.607311259480317
train-01217,C,你觉得家庭对你的成长有什么影响？,你/知道/家/对/你/影响/什么/？,,1.955139573290968
train-01219,C,你觉得应该怎么做？,你/知道/怎么/做/？,,1.864526308207536
train-01220,C,你觉得怎么样？,你/知道/怎么/？,,1.7570413287190216
train-01221,C,你觉得我们的周末计划怎么样？,你/知道/我们/一周/最后/怎么/？,,1.701127401645095
train-01222,C,你觉得我是怎么的人？,你/知道/我/怎么/样子/人/是/？,,2.09515915733244
train-01223,C,你觉得我能走得到那儿吗？,你/知道/我走/到/那/可以/？,,1.6560924317344727
train-01224,C,你觉得测验怎么样？,你/知道/检查/怎么/？,,1.6139116000068625
train-01225,C,你觉得生活中最好的回忆是什么？,你/知道/生活/最2/好/回忆/什么/？,,1.7101117007001783
train-01228,C,你觉得自己是否已经很独立了呢？,你/知道/自己/独立/是/？,,1.582450570830888
train-01230,C,你觉得自己有什么能力可以帮助别人？,你/知道/自己/有/什么/能力/帮助/别人/可以/？,,1.7745996430643587
train-01231,C,你觉得运动对生活的影响大吗？,你/知道/运动/对/生活/影响/大/？,,1.6383854090442906
train-01232,C,你觉得这个茶怎么样？,你/知道/这/茶/怎么/？,,1.8210111981907193
train-01234,C,你觉得这种图案怎么？,你/知道/这/图案/怎么/？,,1.6249959883481058
train-01235,C,你觉得这道菜好吃吗？,你/知道/这/菜/好/吃/？,,1.9859038864094827
train-01236,C,你觉得那是真的吗？,你/知道/那/真2/？,,1.7405551946705322
train-01237,C,你觉得饭菜的味道怎么样？,你/知道/菜/吃/怎么/？,,1.7867178207071452
train-01239,C,你认为人生中最重要的事情是什么？,你/认为/人生/最2/重要/事情2/什么/？,,1.7049121380940373
train-01247,C,你认为哪个更好呢？,你/认为/哪/更2/好/？,,1.69527731845744
train-01249,C,你认为如何保持良好的工作生活平衡？,你/认为/保持/好/工作/生活/平衡/怎么/？,,1.5691837516834315
train-01252,C,你认为家务活应该由谁来做？,你/认为/家/务{义务第二个动作}/谁/做/？,,1.5169629000160556
train-01253,C,你认为心理健康重要吗？,你/认为/心/健康/重要/？,,1.5690751173833144
train-01255,C,你认为最重要的财富是什么？,你/认为/最2/重要/钱/丰富/什么/？,,1.629163352474488
train-01256,C,你认为朋友之间会产生竞争吗？,你/认为/朋友/竞争/有/？,,1.5179137448452078
train-01257,C,你认为朋友重要还是家人重要？,你/认为/朋友/重要/家/人/重要/？,,1.751042380986724
train-01259,C,你认为生命中最大的幸福是什么？,你/认为/生命/最2/大/幸福/什么/？,,1.5659866941133265
train-01262,C,你认为自己是个早起的人还是晚睡晚起？,你/认为/自己/早上1/起床/还/晚上/睡觉/晚上/起床/？,,1.523248224950909
train-01263,C,你认为自己最擅长做什么？,你/认为/自己/最2/擅长/做/什么/？,,1.6918197561422472
train-01265,C,你认为购物渠道对价位的影响有多大？,你/认为/买/东西/方法/对/钱/影响/大/多少/？,,1.7446311392299114
train-01266,C,你认为运动对健康有多重要？,你/认为/运动/对/健康/多少/重要/？,,1.657443593039268
train-01267,C,你认为钱能带来快乐吗？,你/认为/钱/给（我）/快乐/可以/？,,1.529415616807029
train-01268,C,你讨厌我吗？,你/讨厌/我/？,,1.6042000546167525
train-01270,C,你说什么都没用。,你/说/什么/没/用/。,,1.602667782938111
train-01271,C,你说得挺有道理的。,你/说/有/道理/。,,1.5690020756265521
train-01272,C,你说我该种些什么好呢？,你/说/我/种/什么/好/？,,1.9230402806472096
train-01273,C,你说的可是真的？,你/说/真2/？,,1.753125366356631
train-01275,C,你说谁干的？,你/说/谁/做/？,,1.8239762096461944
train-01280,C,你身体好吗？,你/身体/好/？,,1.7950461689795618
train-01281,C,你还好吗？,你/还/好/？,,1.7494611168963912
train-01282,C,你还得花更多的时间来练习这个。,你/还/用/更2/多/时间/练习/这/。,,1.6274210867855101
train-01283,C,你还是新手吧。,你/新1/手/是/。,,1.6449142321517143
train-01285,C,你还有别的需求吗？,你/还/有/他/要求/？,,1.7721818513107783
train-01286,C,你还要点什么别的吗？,你/又/要/什么/？,,1.8762685369092296
train-01289,C,你这个东西哪里买的？,你/这/东西/哪/买/？,,1.9305379096556263
train-01290,C,你这人怎么这样啊。,你/这/人/这/样子/为什么/。,,2.0719331388930944
train-01292,C,你这是要去哪里？,你/去/哪/？,,1.844500123545687
train-01295,C,你这次考试的结果如何？,你/这/考试1/结果/怎么/样子/？,,1.528882099573996
train-01296,C,你这次赚大了。,你/这/赚/多/。,,1.6230539982351933
train-01297,C,你这辆出租车有人坐吗？,你/这/出租车/人/有/？,,1.7923819663574145
train-01298,C,你这里有什么小吃吗？,你/这/小/吃/有/？,,2.025985030711139
train-01300,C,你通常会在哪些网站上寻找商品信息？,你/经常/在/什么/网/找/商品/信息/？,,1.6350528749380908
train-01301,C,你通常使用哪种方式来查找商品信息？,你/经常/用/什么/方法/找/商品/信息/？,,1.6133421622435276
train-01302,C,你通常做哪些运动？,你/经常/做/什么/运动/？,,1.8214583981404182
train-01303,C,你通常吃哪种类型的早餐？,你/经常/吃/什么/种类/早上1/吃/？,,1.7432987154221802
train-01304,C,你通常周末都会做什么？,你/经常/一周/最后/做/什么/？,,1.6932899535577701
train-01305,C,你通常喜欢买哪些类型的鞋子？,你/经常/喜欢/买/什么/种类/鞋/？,,1.7445122408276545
train-01306,C,你通常在健身房里做什么？,你/经常/在/健身房/做/什么/？,,1.6768051794574745
train-01308,C,你通常穿什么样的衣服？,你/经常/穿/什么/样子/衣服/？,,1.740625068180987
train-01309,C,你通常选择什么样的早餐？,你/经常/挑选/什么/样子/早上1/吃/？,,1.686894222451848
train-01310,C,你通常采用怎么的方式来寻找独特的商品？,你/经常/用/什么/方法/找/特别/商品/？,,1.635516868344106
train-01311,C,你那里天气怎么样？,你/那/天气/怎么/？,,1.712072652536353
train-01312,C,你都喜欢看什么类型的电视？,你/喜欢/看/什么/种类/电视/？,,1.818543594627998
train-01313,C,你都能回答这个问题吗？,你/都/回答/这/问题/可以/？,,1.7245618986402231
train-01316,C,你难道不感兴趣吗？,你/兴趣/没有/？,,1.6092566395506265
train-01317,C,你难道没错吗？,你/错误/没有/？,,1.5801302472827672
train-01318,C,你需不需要来点儿？,你/要/不/？,,1.9882809291908639
train-01321,C,你需要去运动锻炼一下。,你/要/去/锻炼/。,,1.5946654205703483
train-01337,C,做好事不错。,做/好/事情2/不/错误/。,,1.63251135707268
train-01338,C,健康是最佳的礼物。,健康/是/最2/好/礼物/。,,1.621680140970417
train-01339,C,偷偷告诉你，我喜欢你。,偷/告诉/你/我/喜欢/你/。,,1.8919978950086167
train-01341,C,像往常一样，来开会的人不多。,像/前/一样/来/开会/人/多/不/。,,1.546161664757248
train-01345,C,先完成你要做的事情。,第一/完/你/要/做/事情2/。,,1.5547919216084123
train-01376,C,再过几分钟就好了。,再/等/多少/分钟/好/。,,1.5248732401429157
train-01395,C,别人能行的我也能行。,别人/可以/我/一样/可以/。,,1.8925536645308496
train-01402,C,别害怕，你的后边我在呢。,害怕/不/你/后2/我/在/。,,1.569605439198715
train-01408,C,别担心了，那是常有的事。,担心/不/经常/有/事情2/是/。,,1.6814047778535834
train-01411,C,别用那种眼神看着我。,用/那/眼/看1/我/不/。,,1.5908105169940019
train-01423,C,到底想让我做什么？,到底/想/让/我/做/什么/？,,1.6899544989199724
train-01429,C,办公室各种工作我都能做。,办公室/全部/工作/我/做/可以/。,,1.659983060529043
train-01431,C,加入我们吧。,增加/我们/可以/。,,1.5837878699005357
train-01441,C,医生说我需要注意饮食。,医生/说/我/注意/吃/喝/要/。,,1.6958626493401796
train-01443,C,医生，我是怎么了？,医生/我/怎么/？,,1.5862767484529838
train-01468,C,你这颗球传的不错。,你/这/传球/好/。,传球,1.6715854493561035
train-01471,C,你顺便问一下他去干嘛了。,你/顺便/问/他/做/什么/。,顺便,1.6583190495088225
train-01482,C,妈妈是我心中的榜样。,妈妈/我/心/中/目标/是/。,,1.602382847051116
train-01499,D,又有一只猫来到我家。,又/猫/一/来/到/我/家/。,,1.530094211072651
train-01501,D,又要干嘛去。,又/做/什么/去/。,,1.694022507963372
train-01514,D,只要你想做，你就一定能做得到。,只要2/你/想/做/你/做/到/可以/。,,1.9928298488968126
train-01516,D,只要你相信我。,只要2/你/相信/我/。,,1.5344145447140631
train-01530,D,可以带我去买吗？,可以/带/我/去/买/？,,1.916798635256737
train-01534,D,可以拜托你做一件事吗？,可以/拜托/你/做/事/？,,1.5696987540105887
train-01541,D,可以跟你借点钱吗？,可以/找/你/借/钱/？,,1.6003947876236888
train-01542,D,可以跟我说。,可以/和/我/说/。,,1.9721585669318533
train-01567,D,听到这消息我很高兴。,听/这/消息/我/很1/高兴/。,,1.560871730045335
train-01569,D,听说你家有空房间。,听说/你/家/有/空/房子/。,,1.5146314064112458
train-01574,D,告诉你怎么做就怎么做。,告诉/你/怎么/做/就/怎么/做/。,就,1.756438653055033
train-01581,D,周末有什么计划？,周末/有/什么/计划/？,,1.5054859694746032
train-01582,D,和你最好的朋友都喜欢做什么？,和/你/最2/好/朋友/都/喜欢/做/什么/？,,2.0273116173722423
train-01598,D,哪些习惯可以帮助我们改变生活？,什么/习惯/可以/帮助/我们/改变/生活/？,,1.701638224028115
train-01600,D,哪有的事儿。,这/事/没有/。,,1.5064675203575366
train-01603,D,哪来的这么多钱？,这/多/钱/来/哪/？,,1.780988558784671
train-01613,D,喜欢这件套裙吗？,这/裙子/喜欢/？,,1.5844401667172368
train-01624,D,因为你是我喜欢的那种类型。,因为/你/是/我/喜欢/类型/。,,1.8033566565847994
train-01627,D,因为我喜欢的东西都很贵。,因为/我/喜欢/东西/都/很1/贵/。,,1.7191545327940176
train-01655,D,在很长一段时间内。,在/长/这/时间/里/。,,1.696769200217963
train-01663,D,在购物时，你偏好通过什么方式付款？,买/东西/时候/你/喜欢/用/什么/付钱/？,付钱,1.7322420071856466
train-01697,D,多久能到货？,多少/时间/到/？,,1.598990519318758
train-01699,D,多少都可以。,多/少/都/可以/。,,1.6589704720994454
train-01716,D,大熊猫是我最喜欢的动物。,大/熊猫/是/我/最2/喜欢/动物/。,,1.5217833228486708
train-01734,D,天气这么好，出去吗？,天气/好/出去/要/？,,1.500114910966574
train-01739,D,太好了，你同意我的想法。,好/你/同意/我/想法/。, 同意、想法,1.658471054087191
train-01759,D,她喜欢什么？,她/喜欢/什么/？,,1.6924521130281576
train-01770,D,她是我的英语老师。,她/是/我/英语/老师/。,英语,1.714597612522579
train-01797,D,好的，我会试试看。,好/我/会/试试/。,,1.5218902798584266
train-01798,D,好的，我知道了。,好/我/知道/。,,1.8854079139087836
train-01822,D,如果你愿意可以来。,如果/你/愿意/可以/来/。,,1.7568750722808033
train-01826,D,如果可以的话我喜欢窗边的桌子。,如果/可以/我/喜欢/窗户/边/桌子/。,,1.5324340508845342
train-01831,D,如果我们聘用你，你什么时候能上班？,如果/我们/聘用/你/你/什么/时候/可以/上班/？,,1.7378707917081269
train-01834,D,如果我是你的话我不会往心里去。,如果/我/是/你/我/不/会/放/心/。,,2.094445985958092
train-01836,D,如果有什么要求的话，请尽管向我提出。,如果/有/要求/请/全部/告诉/我/。,,1.5584816173737348
train-01838,D,如果现在出发，我们还赶得上。,如果/我/现在/出发/我们/赶上/可以/。,,1.5173602063220857
train-01890,D,对不起占用你太多时间了。,对不起2/用/你/时间/多/。,,1.7938039474574425
train-01910,D,对我很重要。,对/我/重要/很1/。,,1.7336097576532956
train-01913,D,对此我非常抱歉。,对/这/我/抱歉1/。,,1.5470980625007478
train-01918,D,对这个一无所知。,对/这/问题/不知道/。,,1.515828622328763
train-01926,D,就按你说的办吧。,按/你/说/做/。,,1.5057632882408947
train-01927,D,就是我。,是/我/。,,1.922760941966682
train-01929,D,就是这个。,这/是/。,,1.7515216647350147
train-01956,D,希望你对此问题给予关注。,希望/你/对/这/问题/关注/。,,1.5762023078952878
train-01959,D,希望帮到你。,希望/帮助/到/你/。,,1.702180703410633
train-01961,D,希望你再来我们这儿。,希望/你/再/来/我们/这/。,,1.9667577213451346
train-01963,D,希望我们今后还能见面。,希望/我们/以后/还/可以/见面/。,,1.5681857251342897
train-01978,D,我不喜欢银色的家具。,我/不/喜欢/银色/家具/。,银色,1.5183925213226803
train-01981,D,我什么时候都有时间。,我/什么/时候/都/有/时间/。,,2.01780511062793
train-01982,D,我今早浑身发冷。,我/今天/早上1/冷/。,,1.6200268890696883
train-01987,D,我们需要在这扎营。,我们/要/在/这/扎营/。,扎营,1.6490639430769842
train-01990,D,我到现在都没有头绪。,我/到/现在/逻辑/没有/。,,1.5631831730436332
train-02008,E,应缴款项截止到什么时候？,应该/给/钱/时间/停止/什么/？,,1.6245680074121343
train-02026,E,当然是我了。,一定1/是/我/。,,1.74968293681958
train-02029,E,当然，我很想去。,一定1/我/想/去/。,,1.833152615944634
train-02030,E,当着大家面我不敢唱歌。,大家/在/我/不/勇敢/唱歌/。,,1.647411133589513
train-02048,E,很高兴再次见到你。,再/见/你/高兴/。,,1.5120791835259708
train-02049,E,很高兴听你这样说。,听/你/这样/说/高兴/。,,1.5723508987160593
train-02050,E,很高兴我能帮上忙。,我/帮助/可以/高兴/。,,1.8096896969905152
train-02062,E,快来看一下这个好消息。,快/来/看/好/信息/。,,1.554512623897664
train-02101,E,你介意我坐在这儿吗？,我/坐/这/你/同意/？,,1.9538236763411814
train-02103,E,你做什么工作？,你/工作/什么/？,,1.9204045103691367
train-02110,E,你可以看一下这个。,你/看/这个/可以/。,,1.8849283981007658
train-02117,E,你坐出租车会快得多。,你/坐/出租车/会/快/多/。,,1.5136912424347204
train-02118,E,你好，请问你要办理什么业务？,你/好/你/要/办/什么/业务/？,,1.7202733513763517
train-02119,E,你学得很好。,你/学/好/。,,1.7342866568079882
train-02121,E,你家人都好吗？,你/家/人/好/？,,1.957030179745844
train-02123,E,你就别夸我了。,你/夸奖/我/不/。,,1.756082439671831
train-02129,E,你想找哪位接电话？,你/想/找/谁/电话/？,,1.7111180109294388
train-02130,E,你想要理什么式样的？,你/想/要/理发/样子/什么/？,,1.738045199214364
train-02131,E,你想要什么材质的沙发？,你/想/要/沙发/什么/形式/？,,1.6345772178428228
train-02132,E,你想要什么样的牛排？,你/想/要/牛排/什么/样子/？,牛排,1.738045199214364
train-02133,E,你想要喝点什么？,你/想/要/喝/什么/？,,2.009137396936582
train-02134,E,你打算住多久？,你/想/要/住/时间/多少/？,,1.920464403071265
train-02136,E,你明天就走了吗？,你/明天/走/？,,1.6287301320185406
train-02137,E,你是从哪个方向来的？,你/什么/方向/来/？,,1.5230914610842867
train-02138,E,你喜欢在这儿吃吗？,你/喜欢/在/这/吃/？,,2.1015190094112053
train-02141,E,你有可用的餐桌吗？,你/吃/桌/用/可以/有/？,,1.7614449539626365
train-02142,E,你有多少钱要存入呢？,你/有/钱/存/多少/？,,1.6632421092476342
train-02144,E,你此行的目的为何？,你/去/目的/什么/？,,1.6203291160222846
train-02147,E,你现在可以点菜吗？,你/现在/点/菜/可以/？,,1.7892695388740594
train-02150,E,你的房子真好。,你/房子/真/好/。,,1.7011869679094602
train-02153,E,你的维吾尔语说得不错嘛。,你/维吾尔/语言/说/可以/。,,1.5019990821232276
train-02159,E,你能告诉我书有什么问题吗？,你/告诉（我）/书/问题/有/什么/？,,1.6833336053184829
train-02163,E,你能说慢一点儿吗？,你/说/慢/可以/？,,1.7878887651181508
train-02167,E,你要往哪个方向去？,你/去/哪/？,,1.844500123545687
train-02170,E,你订购的货物可随时交付。,你/买/东西/随时/给/可以/。,,1.6326011078718288
train-02172,E,你说的有道理。,你/说/有/道理/。,,1.5690020756265521
train-02175,E,你身体好吗？,你/身体/好/？,,1.7950461689795618
train-02179,E,你这儿有什么特色风味吗？,你/这/特色/风/品尝/有/什么/？,,1.5062876240541772
train-02181,E,你这儿都有什么邮票？,你/这/邮票/有/什么/？,,1.8417168320722361
train-02184,E,你需要早餐吗？,你/早上1/吃/要/？,,1.8248090985752854
train-02186,E,情人节那天你会带我出去吗？,情人节/你/带/我/出去/会/？,,1.513707099832594
train-02192,E,想想你买它所得到的好处吧。,想/你/买/它/优点/有/什么/。,,1.768275556538223
train-02196,E,想起了什么。,想/到/什么/。,,1.7142125404527726
train-02202,E,感谢你为我做的一切。,感谢/你/为/我/做/所有/。,,1.598341099906895
train-02204,E,愿意和我一起去看电影吗？,愿意/和/我/一起/看/电影/？,,1.653758565822081
train-02211,E,我一件干净衣服都没有了。,我/干净/衣服/一个/都/没有2/。,,1.5559294378758213
train-02217,E,我一直没有工作过，这是我第一次找工作。,我/一直/工作/没有/这/是/我/第一次/找/工作/。,,2.002451276708686
train-02227,E,我不会用。,我/用/不会/。,,1.5839747480062778
train-02228,E,我不会再找你麻烦了。,我/再/找/你/麻烦/不会/。,,1.5919929889825153
train-02236,E,我不同意。,我/不/同意/。,,1.6695804182118295
train-02238,E,我不喜欢你了。,我/不喜欢/你/。,,1.9734803682966682
train-02242,E,我不喜欢在购物中心买东西。,我/买/东西/中心/买/东西/不喜欢/。,,1.5558891413331248
train-02244,E,我不喜欢这份工作。,我/这个/工作/不喜欢/。,,1.6277671053743448
train-02248,E,我不干了。,我/不/做/。,,1.9734016632403213
train-02249,E,我不得不独自做这项工作。,我/必须/自己/做/这个/工作/。,,1.763999631703843
train-02251,E,我不懂你说的。,我/不知道/你/说/。,,1.970017980732407
train-02252,E,我不接受你的道歉。,你/对不起2/我/不接受/。,,1.5391107638839678
train-02257,E,我不明白。,我/不知道/。,,1.5385798962063848
train-02258,E,我不明白她想要什么。,我/不知道/它/想/要/什么/。,,1.8963497786616412
train-02261,E,我不知该怎么向你道歉。,我/怎么/对不起2/不知道/。,,1.5780256968339068
train-02262,E,我不知道。,我/不知道/。,,1.5385798962063848
train-02263,E,我不知道今天的作业是什么。,我/今天/作业/什么/不知道/。,,1.784262362887964
train-02275,E,我不能独立完成这件。,这/事/我/自己/胜利1/不行/。,,1.5182727980980246
train-02278,E,我不这么认为。,我/不/同意/。,,1.6695804182118295
train-02286,E,我为你而来。,我/为/你/来/。,,1.9424734636858978
train-02288,E,我为这个向你道歉。,我/为/这/向/你/道歉/。,,1.5052215489073706
train-02293,E,我也是。,我/也/是/。,,1.6920707064750116
train-02300,E,我买不起一部新车。,我/买/新/车/不行2/。,,1.687548012429513
train-02301,E,我买了一个这么大的蛋糕。,我/买/这/大/蛋糕/一个/。,,1.5895851090557032
train-02305,E,我了解你的意思。,我/了解/你/意思/。,,1.5185782955045384
train-02307,E,我什么时候可以去你那儿坐坐？,我/什么/时候/可以/去/你/那/坐/？,,2.1209239570497243
train-02310,E,我今天心情很好。,我/今天/心情/好/。,,1.569141868876224
train-02311,E,我今天晚上没空。,我/今天/晚上/没有2/时间/。,,1.8781390740619142
train-02312,E,我今天没有作业。,我/今天/没有2/作业/。,,1.7361798191470257
train-02323,E,我从没想过它们会这么脏。,我/以前/没有2/想/他们/这/脏/。,,1.6495004665291808
train-02324,E,我从没有这么高兴过。,我/以前/没有2/这样/高兴/。,,1.5452103808120956
train-02327,E,我以前把他看作是一位朋友。,我/以前/把/他/看/是/朋友/。,,1.6731922452851729
train-02346,E,我们今天晚上干什么呢？,我们/今天/晚上/做/什么/？,,1.880705099599681
train-02347,E,我们今天有家庭作业吗？,我们/今天/家/T/作业/有/？,,1.5185612042873269
train-02350,E,我们从他的信中可以看出他不高兴。,我们/看/信/可以/发现/他/不/高兴/。,,1.6160778491615309
train-02356,E,我们何不去散散步呢？,我们/去/散步/为什么/不/？,,1.5364580666936583
train-02359,E,我们先做这部分吧。,我们/先/做/这/部分/。,,1.6336117913155785
train-02364,E,我们别再联系了。,我们/再/联系/不/。,,1.5762228040252437
train-02375,E,我们去看电影吧。,我们/去/看/电影/。,,1.6979915255401683
train-02383,E,我们可以再找个时间聚一聚。,我们/可以/再/找/时间/一起/。,,1.798830215456013
train-02385,E,我们可以去实验室看吗？,我们/可以/去/实验室/看/？,,1.620382464821917
train-02386,E,我们可以去旅游。,我们/去/旅游/可以/。,,1.7933502658586662
train-02399,E,我们在哪里见面？,我们/在/哪里/见面/？,,1.5411689021143822
train-02401,E,我们在这里看电视。,我们/在/这/看/电视/。,,1.8136947649597748
train-02416,E,我们已经作出了很大的努力。,我们/努力/大/完了/。,,1.5285152945333202
train-02418,E,我们已经租了很长时间的房子了。,我们/租/房子/时间/长/。,,1.5104475680749134
